ID NSeg NHet
MS10S3052-001 201 19
MS10S3052-002 201 60
MS10S3052-003 201 36
MS10S3052-004 201 57
MS10S3052-005 201 50
MS10S3052-006 201 42
MS10S3052-007 201 50
MS10S3052-008 201 55
MS10S3052-009 201 71
MS10S3052-010 201 44
MS10S3052-011 201 74
MS10S3052-012 201 44
MS10S3052-013 201 30
MS10S3052-014 201 29
MS10S3052-015 201 36
MS10S3052-016 201 25
MS10S3052-017 201 47
MS10S3052-018 201 64
MS10S3052-019 201 58
MS10S3052-020 201 34
MS10S3052-021 201 33
MS10S3052-022 201 37
MS10S3052-023 201 17
MS10S3052-024 201 35
MS10S3053-001 178 65
MS10S3053-002 178 40
MS10S3053-003 178 46
MS10S3053-004 178 60
MS10S3053-005 178 29
MS10S3053-006 178 8
MS10S3053-007 178 32
MS10S3053-008 178 17
MS10S3053-009 178 35
MS10S3053-010 178 37
MS10S3053-011 178 40
MS10S3053-012 178 16
MS10S3053-013 178 67
MS10S3053-014 178 36
MS10S3053-015 178 54
MS10S3053-016 178 10
MS10S3053-017 178 36
MS10S3053-018 178 13
MS10S3053-019 178 14
MS10S3053-020 178 20
MS10S3053-021 178 38
MS10S3053-022 178 36
MS10S3053-023 178 25
MS10S3053-024 178 50
MS10S3054-001 149 21
MS10S3054-002 149 21
MS10S3054-003 149 19
MS10S3054-004 149 32
MS10S3054-005 149 32
MS10S3054-006 149 20
MS10S3054-007 149 32
MS10S3054-008 149 46
MS10S3054-009 149 46
MS10S3054-010 149 22
MS10S3054-011 149 55
MS10S3054-012 149 20
MS10S3054-013 149 36
MS10S3054-014 149 29
MS10S3054-015 149 52
MS10S3054-016 149 27
MS10S3054-017 149 29
MS10S3054-018 149 34
MS10S3054-019 149 39
MS10S3054-020 149 26
MS10S3054-021 149 36
MS10S3054-022 149 18
MS10S3054-023 149 28
MS10S3054-024 149 28
MS10S3055-001 185 37
MS10S3055-002 185 43
MS10S3055-003 185 70
MS10S3055-004 185 67
MS10S3055-005 185 38
MS10S3055-006 185 40
MS10S3055-007 185 42
MS10S3055-008 185 37
MS10S3055-009 185 44
MS10S3055-010 185 43
MS10S3055-011 185 16
MS10S3055-012 185 47
MS10S3055-013 185 31
MS10S3055-014 185 35
MS10S3055-015 185 27
MS10S3055-016 185 45
MS10S3055-017 185 56
MS10S3055-018 185 21
MS10S3055-019 185 28
MS10S3055-020 185 46
MS10S3055-021 185 45
MS10S3055-022 185 45
MS10S3055-023 185 55
MS10S3055-024 185 18
MS10S3056-001 169 40
MS10S3056-002 169 38
MS10S3056-003 169 50
MS10S3056-004 169 50
MS10S3056-005 169 30
MS10S3056-006 169 75
MS10S3056-007 169 15
MS10S3056-008 169 34
MS10S3056-009 169 46
MS10S3056-010 169 33
MS10S3056-011 169 44
MS10S3056-012 169 37
MS10S3056-013 169 50
MS10S3056-014 169 25
MS10S3056-015 169 18
MS10S3056-016 169 56
MS10S3056-017 169 27
MS10S3056-018 169 30
MS10S3056-019 169 60
MS10S3056-020 169 20
MS10S3056-021 169 31
MS10S3056-022 169 42
MS10S3056-023 169 63
MS10S3056-024 169 33
MS10S3057-001 131 44
MS10S3057-002 131 25
MS10S3057-003 131 18
MS10S3057-004 131 38
MS10S3057-005 131 51
MS10S3057-006 131 27
MS10S3057-007 131 41
MS10S3057-008 131 46
MS10S3057-009 131 45
MS10S3057-010 131 25
MS10S3057-011 131 22
MS10S3057-012 131 18
MS10S3057-013 131 22
MS10S3057-014 131 31
MS10S3057-015 131 14
MS10S3057-016 131 24
MS10S3057-017 131 28
MS10S3057-018 131 59
MS10S3057-019 131 33
MS10S3057-020 131 38
MS10S3057-021 131 62
MS10S3057-022 131 27
MS10S3057-023 131 38
MS10S3057-024 131 45
MS10S3058-001 142 36
MS10S3058-002 142 31
MS10S3058-003 142 37
MS10S3058-004 142 8
MS10S3058-005 142 36
MS10S3058-006 142 32
MS10S3058-007 142 11
MS10S3058-008 142 39
MS10S3058-009 142 39
MS10S3058-010 142 33
MS10S3058-011 142 32
MS10S3058-012 142 48
MS10S3058-013 142 43
MS10S3058-014 142 23
MS10S3058-015 142 47
MS10S3058-016 142 43
MS10S3058-017 142 33
MS10S3058-018 142 46
MS10S3058-019 142 47
MS10S3058-020 142 24
MS10S3058-021 142 4
MS10S3058-022 142 27
MS10S3058-023 142 53
MS10S3058-024 142 20
MS10S3059-001 118 65
MS10S3059-002 118 38
MS10S3059-003 118 36
MS10S3059-004 118 13
MS10S3059-005 118 39
MS10S3059-006 118 25
MS10S3059-007 118 21
MS10S3059-008 118 17
MS10S3059-009 118 28
MS10S3059-010 118 33
MS10S3059-011 118 22
MS10S3059-012 118 18
MS10S3059-013 118 27
MS10S3059-014 118 39
MS10S3059-015 118 55
MS10S3059-016 118 26
MS10S3059-017 118 34
MS10S3059-018 118 52
MS10S3059-019 118 22
MS10S3059-020 118 9
MS10S3059-021 118 8
MS10S3059-022 118 16
MS10S3059-023 118 43
MS10S3059-024 118 25
MS10S3060-001 100 12
MS10S3060-002 100 11
MS10S3060-003 100 18
MS10S3060-004 100 39
MS10S3060-005 100 6
MS10S3060-006 100 9
MS10S3060-007 100 18
MS10S3060-008 100 25
MS10S3060-009 100 27
MS10S3060-010 100 23
MS10S3060-011 100 18
MS10S3060-012 100 25
MS10S3060-013 100 15
MS10S3060-014 100 17
MS10S3060-015 100 14
MS10S3060-016 100 7
MS10S3060-017 100 13
MS10S3060-018 100 22
MS10S3060-019 100 6
MS10S3060-020 100 10
MS10S3060-021 100 24
MS10S3060-022 100 9
MS10S3060-023 100 8
MS10S3060-024 100 13
MS10S3061-001 100 19
MS10S3061-002 100 23
MS10S3061-003 100 44
MS10S3061-004 100 18
MS10S3061-005 100 18
MS10S3061-006 100 7
MS10S3061-007 100 14
MS10S3061-008 100 29
MS10S3061-009 100 24
MS10S3061-010 100 35
MS10S3061-011 100 16
MS10S3061-012 100 22
MS10S3061-013 100 17
MS10S3061-014 100 19
MS10S3061-015 100 10
MS10S3061-016 100 17
MS10S3061-017 100 18
MS10S3061-018 100 25
MS10S3061-019 100 18
MS10S3061-020 100 26
MS10S3061-021 100 12
MS10S3061-022 100 31
MS10S3061-023 100 15
MS10S3061-024 100 30
MS10S3062-001 116 42
MS10S3062-002 116 54
MS10S3062-003 116 20
MS10S3062-004 116 29
MS10S3062-005 116 31
MS10S3062-006 116 31
MS10S3062-007 116 26
MS10S3062-008 116 43
MS10S3062-009 116 40
MS10S3062-010 116 32
MS10S3062-011 116 41
MS10S3062-012 116 27
MS10S3062-013 116 21
MS10S3062-014 116 25
MS10S3062-015 116 26
MS10S3062-016 116 12
MS10S3062-017 116 28
MS10S3062-018 116 36
MS10S3062-019 116 26
MS10S3062-020 116 17
MS10S3062-021 116 34
MS10S3062-022 116 23
MS10S3062-023 116 38
MS10S3062-024 116 22
MS10S3063-001 129 46
MS10S3063-002 129 26
MS10S3063-003 129 27
MS10S3063-004 129 17
MS10S3063-005 129 3
MS10S3063-006 129 38
MS10S3063-007 129 24
MS10S3063-008 129 20
MS10S3063-009 129 21
MS10S3063-010 129 41
MS10S3063-011 129 27
MS10S3063-012 129 18
MS10S3063-013 129 19
MS10S3063-014 129 39
MS10S3063-015 129 44
MS10S3063-016 129 33
MS10S3063-017 129 40
MS10S3063-018 129 57
MS10S3063-019 129 45
MS10S3063-020 129 20
MS10S3063-021 129 27
MS10S3063-022 129 52
MS10S3063-023 129 34
MS10S3063-024 129 23
MS10S3065-001 123 40
MS10S3065-002 123 45
MS10S3065-003 123 24
MS10S3065-004 123 2
MS10S3065-005 123 52
MS10S3065-006 123 40
MS10S3065-007 123 42
MS10S3065-008 123 26
MS10S3065-009 123 45
MS10S3065-010 123 39
MS10S3065-011 123 29
MS10S3065-012 123 40
MS10S3065-013 123 36
MS10S3065-014 123 38
MS10S3065-015 123 20
MS10S3065-016 123 41
MS10S3065-017 123 25
MS10S3065-018 123 18
MS10S3065-019 123 29
MS10S3065-020 123 21
MS10S3065-021 123 46
MS10S3065-022 123 21
MS10S3065-023 123 4
MS10S3065-024 123 29
MS10S3066-001 125 27
MS10S3066-002 125 50
MS10S3066-003 125 31
MS10S3066-004 125 37
MS10S3066-005 125 38
MS10S3066-006 125 34
MS10S3066-007 125 17
MS10S3066-008 125 29
MS10S3066-009 125 20
MS10S3066-010 125 20
MS10S3066-011 125 44
MS10S3066-012 125 24
MS10S3066-013 125 46
MS10S3066-014 125 28
MS10S3066-015 125 32
MS10S3066-016 125 25
MS10S3066-017 125 33
MS10S3066-018 125 23
MS10S3066-019 125 18
MS10S3066-020 125 12
MS10S3066-021 125 27
MS10S3066-022 125 40
MS10S3066-023 125 52
MS10S3066-024 125 43
MS10S3070-001 157 10
MS10S3070-002 157 40
MS10S3070-003 157 19
MS10S3070-004 157 35
MS10S3070-005 157 24
MS10S3070-006 157 24
MS10S3070-007 157 21
MS10S3070-008 157 9
MS10S3070-009 157 14
MS10S3070-010 157 19
MS10S3070-011 157 30
MS10S3070-012 157 28
MS10S3070-013 157 16
MS10S3070-014 157 4
MS10S3070-015 157 29
MS10S3070-016 157 10
MS10S3070-017 157 17
MS10S3070-018 157 20
MS10S3070-019 157 24
MS10S3070-020 157 14
MS10S3070-021 157 27
MS10S3070-022 157 17
MS10S3070-023 157 25
MS10S3070-024 157 39
MS10S3071-001 164 30
MS10S3071-002 164 32
MS10S3071-003 164 44
MS10S3071-004 164 37
MS10S3071-005 164 7
MS10S3071-006 164 31
MS10S3071-007 164 12
MS10S3071-008 164 6
MS10S3071-009 164 30
MS10S3071-010 164 22
MS10S3071-011 164 6
MS10S3071-012 164 16
MS10S3071-013 164 18
MS10S3071-014 164 16
MS10S3071-015 164 35
MS10S3071-016 164 47
MS10S3071-017 164 34
MS10S3071-018 164 15
MS10S3071-019 164 26
MS10S3071-020 164 53
MS10S3071-021 164 24
MS10S3071-022 164 32
MS10S3071-023 164 32
MS10S3071-024 164 30
MS10S3072-001 69 8
MS10S3072-002 69 32
MS10S3072-003 69 35
MS10S3072-004 69 15
MS10S3072-005 69 33
MS10S3072-006 69 38
MS10S3072-007 69 36
MS10S3072-008 69 28
MS10S3072-009 69 14
MS10S3072-010 69 23
MS10S3072-011 69 28
MS10S3072-012 69 13
MS10S3072-013 69 14
MS10S3072-014 69 11
MS10S3072-015 69 22
MS10S3072-016 69 19
MS10S3072-017 69 22
MS10S3072-018 69 27
MS10S3072-019 69 25
MS10S3072-020 69 19
MS10S3072-021 69 8
MS10S3072-022 69 21
MS10S3072-023 69 29
MS10S3072-024 69 12
MS10S3075-001 112 26
MS10S3075-002 112 37
MS10S3075-003 112 32
MS10S3075-004 112 23
MS10S3075-005 112 46
MS10S3075-006 112 25
MS10S3075-007 112 43
MS10S3075-008 112 18
MS10S3075-009 112 30
MS10S3075-010 112 21
MS10S3075-011 112 42
MS10S3075-012 112 26
MS10S3075-013 112 15
MS10S3075-014 112 35
MS10S3075-015 112 44
MS10S3075-016 112 34
MS10S3075-017 112 28
MS10S3075-018 112 11
MS10S3075-019 112 29
MS10S3075-020 112 36
MS10S3075-021 112 32
MS10S3075-022 112 49
MS10S3075-023 112 44
MS10S3075-024 112 39
MS10S3076-001 101 23
MS10S3076-002 101 32
MS10S3076-003 101 27
MS10S3076-004 101 35
MS10S3076-005 101 24
MS10S3076-006 101 40
MS10S3076-007 101 15
MS10S3076-008 101 14
MS10S3076-009 101 30
MS10S3076-010 101 20
MS10S3076-011 101 28
MS10S3076-012 101 27
MS10S3076-013 101 15
MS10S3076-014 101 36
MS10S3076-015 101 53
MS10S3076-016 101 39
MS10S3076-017 101 25
MS10S3076-018 101 24
MS10S3076-019 101 58
MS10S3076-020 101 47
MS10S3076-021 101 28
MS10S3076-022 101 30
MS10S3076-023 101 21
MS10S3076-024 101 26
MS10S3077-001 86 16
MS10S3077-002 86 18
MS10S3077-003 86 23
MS10S3077-004 86 47
MS10S3077-005 86 48
MS10S3077-006 86 24
MS10S3077-007 86 11
MS10S3077-008 86 29
MS10S3077-009 86 28
MS10S3077-010 86 12
MS10S3077-011 86 41
MS10S3077-012 86 11
MS10S3077-013 86 29
MS10S3077-014 86 18
MS10S3077-015 86 13
MS10S3077-016 86 23
MS10S3077-017 86 7
MS10S3077-018 86 9
MS10S3077-019 86 12
MS10S3077-020 86 40
MS10S3077-021 86 35
MS10S3077-022 86 5
MS10S3077-023 86 25
MS10S3077-024 86 13
MS10S3079-001 111 43
MS10S3079-002 111 43
MS10S3079-003 111 25
MS10S3079-004 111 27
MS10S3079-005 111 20
MS10S3079-006 111 27
MS10S3079-007 111 9
MS10S3079-008 111 34
MS10S3079-009 111 37
MS10S3079-010 111 22
MS10S3079-011 111 13
MS10S3079-012 111 20
MS10S3079-013 111 21
MS10S3079-014 111 25
MS10S3079-015 111 34
MS10S3079-016 111 42
MS10S3079-017 111 36
MS10S3079-018 111 31
MS10S3079-019 111 31
MS10S3079-020 111 19
MS10S3079-021 111 31
MS10S3079-022 111 20
MS10S3079-023 111 12
MS10S3079-024 111 28
MS10S3082-001 130 20
MS10S3082-002 130 26
MS10S3082-003 130 3
MS10S3082-004 130 9
MS10S3082-005 130 29
MS10S3082-006 130 19
MS10S3082-007 130 26
MS10S3082-008 130 16
MS10S3082-009 130 8
MS10S3082-010 130 28
MS10S3082-011 130 26
MS10S3082-012 130 32
MS10S3082-013 130 18
MS10S3082-014 130 26
MS10S3082-015 130 22
MS10S3082-016 130 34
MS10S3082-017 130 25
MS10S3082-018 130 28
MS10S3082-019 130 3
MS10S3082-020 130 11
MS10S3082-021 130 32
MS10S3082-022 130 18
MS10S3082-023 130 24
MS10S3082-024 130 42
MS10S3085-001 142 45
MS10S3085-002 142 37
MS10S3085-003 142 22
MS10S3085-004 142 31
MS10S3085-005 142 27
MS10S3085-006 142 17
MS10S3085-007 142 23
MS10S3085-008 142 18
MS10S3085-009 142 11
MS10S3085-010 142 26
MS10S3085-011 142 31
MS10S3085-012 142 17
MS10S3085-013 142 44
MS10S3085-014 142 17
MS10S3085-015 142 38
MS10S3085-016 142 24
MS10S3085-017 142 41
MS10S3085-018 142 6
MS10S3085-019 142 43
MS10S3085-020 142 25
MS10S3085-021 142 29
MS10S3085-022 142 30
MS10S3085-023 142 35
MS10S3085-024 142 18
MS10S3087-001 77 28
MS10S3087-002 77 26
MS10S3087-003 77 9
MS10S3087-004 77 19
MS10S3087-005 77 20
MS10S3087-006 77 33
MS10S3087-007 77 22
MS10S3087-008 77 27
MS10S3087-009 77 12
MS10S3087-010 77 9
MS10S3087-011 77 32
MS10S3087-012 77 20
MS10S3087-013 77 15
MS10S3087-014 77 17
MS10S3087-015 77 21
MS10S3087-016 77 21
MS10S3087-017 77 19
MS10S3087-018 77 41
MS10S3087-019 77 32
MS10S3087-020 77 19
MS10S3087-021 77 22
MS10S3087-022 77 6
MS10S3087-023 77 21
MS10S3087-024 77 27
MS10S3088-001 88 10
MS10S3088-002 88 3
MS10S3088-003 88 14
MS10S3088-004 88 16
MS10S3088-005 88 29
MS10S3088-006 88 29
MS10S3088-007 88 15
MS10S3088-008 88 23
MS10S3088-009 88 22
MS10S3088-010 88 20
MS10S3088-011 88 14
MS10S3088-012 88 21
MS10S3088-013 88 13
MS10S3088-014 88 6
MS10S3088-015 88 21
MS10S3088-016 88 22
MS10S3088-017 88 13
MS10S3088-018 88 19
MS10S3088-019 88 26
MS10S3088-020 88 8
MS10S3088-021 88 24
MS10S3088-022 88 15
MS10S3088-023 88 24
MS10S3088-024 88 21
MS10S3089-001 131 19
MS10S3089-002 131 36
MS10S3089-003 131 22
MS10S3089-004 131 30
MS10S3089-005 131 12
MS10S3089-006 131 17
MS10S3089-007 131 9
MS10S3089-008 131 14
MS10S3089-009 131 18
MS10S3089-010 131 10
MS10S3089-011 131 19
MS10S3089-012 131 36
MS10S3089-013 131 20
MS10S3089-014 131 12
MS10S3089-015 131 9
MS10S3089-016 131 20
MS10S3089-017 131 32
MS10S3089-018 131 16
MS10S3089-019 131 8
MS10S3089-020 131 32
MS10S3089-021 131 14
MS10S3089-022 131 38
MS10S3089-023 131 31
MS10S3089-024 131 28
MS10S3090-001 115 41
MS10S3090-002 115 4
MS10S3090-003 115 13
MS10S3090-004 115 14
MS10S3090-005 115 19
MS10S3090-006 115 17
MS10S3090-007 115 22
MS10S3090-008 115 21
MS10S3090-009 115 32
MS10S3090-010 115 20
MS10S3090-011 115 45
MS10S3090-012 115 14
MS10S3090-013 115 33
MS10S3090-014 115 5
MS10S3090-015 115 14
MS10S3090-016 115 37
MS10S3090-017 115 30
MS10S3090-018 115 16
MS10S3090-019 115 28
MS10S3090-020 115 8
MS10S3090-021 115 5
MS10S3090-022 115 21
MS10S3090-023 115 23
MS10S3090-024 115 19
MS10S3092-001 105 13
MS10S3092-002 105 18
MS10S3092-003 105 26
MS10S3092-004 105 26
MS10S3092-005 105 23
MS10S3092-006 105 18
MS10S3092-007 105 21
MS10S3092-008 105 19
MS10S3092-009 105 40
MS10S3092-010 105 19
MS10S3092-011 105 39
MS10S3092-012 105 16
MS10S3092-013 105 20
MS10S3092-014 105 16
MS10S3092-015 105 28
MS10S3092-016 105 18
MS10S3092-017 105 26
MS10S3092-018 105 10
MS10S3092-019 105 18
MS10S3092-020 105 27
MS10S3092-021 105 15
MS10S3092-022 105 24
MS10S3092-023 105 25
MS10S3092-024 105 26
MS10S3094-001 117 24
MS10S3094-002 117 33
MS10S3094-003 117 24
MS10S3094-004 117 29
MS10S3094-005 117 23
MS10S3094-006 117 24
MS10S3094-007 117 29
MS10S3094-008 117 25
MS10S3094-009 117 9
MS10S3094-010 117 19
MS10S3094-011 117 30
MS10S3094-012 117 24
MS10S3094-013 117 15
MS10S3094-014 117 12
MS10S3094-015 117 36
MS10S3094-016 117 16
MS10S3094-017 117 44
MS10S3094-018 117 21
MS10S3094-019 117 31
MS10S3094-020 117 22
MS10S3094-021 117 17
MS10S3094-022 117 21
MS10S3094-023 117 19
MS10S3094-024 117 38
MS10S3096-001 121 14
MS10S3096-002 121 17
MS10S3096-003 121 30
MS10S3096-004 121 5
MS10S3096-005 121 17
MS10S3096-006 121 24
MS10S3096-007 121 18
MS10S3096-008 121 18
MS10S3096-009 121 7
MS10S3096-010 121 18
MS10S3096-011 121 19
MS10S3096-012 121 32
MS10S3096-013 121 17
MS10S3096-014 121 19
MS10S3096-015 121 20
MS10S3096-016 121 24
MS10S3096-017 121 20
MS10S3096-018 121 23
MS10S3096-019 121 25
MS10S3096-020 121 5
MS10S3096-021 121 19
MS10S3096-022 121 12
MS10S3096-023 121 25
MS10S3096-024 121 19
MS10S3097-001 89 21
MS10S3097-002 89 28
MS10S3097-003 89 34
MS10S3097-004 89 13
MS10S3097-005 89 15
MS10S3097-006 89 21
MS10S3097-007 89 17
MS10S3097-008 89 27
MS10S3097-009 89 19
MS10S3097-010 89 27
MS10S3097-011 89 12
MS10S3097-012 89 9
MS10S3097-013 89 24
MS10S3097-014 89 14
MS10S3097-015 89 17
MS10S3097-016 89 38
MS10S3097-017 89 26
MS10S3097-018 89 24
MS10S3097-019 89 11
MS10S3097-020 89 14
MS10S3097-021 89 28
MS10S3097-022 89 16
MS10S3097-023 89 26
MS10S3097-024 89 10
MS10S3098-001 114 14
MS10S3098-002 114 17
MS10S3098-003 114 21
MS10S3098-004 114 22
MS10S3098-005 114 26
MS10S3098-006 114 21
MS10S3098-007 114 19
MS10S3098-008 114 30
MS10S3098-009 114 11
MS10S3098-010 114 10
MS10S3098-011 114 10
MS10S3098-012 114 26
MS10S3098-013 114 15
MS10S3098-014 114 21
MS10S3098-015 114 17
MS10S3098-016 114 24
MS10S3098-017 114 35
MS10S3098-018 114 15
MS10S3098-019 114 24
MS10S3098-020 114 21
MS10S3098-021 114 22
MS10S3098-022 114 23
MS10S3098-023 114 37
MS10S3098-024 114 13
MS10S3099-001 117 42
MS10S3099-002 117 19
MS10S3099-003 117 26
MS10S3099-004 117 32
MS10S3099-005 117 31
MS10S3099-006 117 40
MS10S3099-007 117 24
MS10S3099-008 117 28
MS10S3099-009 117 11
MS10S3099-010 117 8
MS10S3099-011 117 8
MS10S3099-012 117 32
MS10S3099-013 117 28
MS10S3099-014 117 17
MS10S3099-015 117 30
MS10S3099-016 117 23
MS10S3099-017 117 37
MS10S3099-018 117 7
MS10S3099-019 117 28
MS10S3099-020 117 9
MS10S3099-021 117 42
MS10S3099-022 117 27
MS10S3099-023 117 17
MS10S3099-024 117 29
MS10S3100-001 191 36
MS10S3100-002 191 34
MS10S3100-003 191 53
MS10S3100-004 191 44
MS10S3100-005 191 36
MS10S3100-006 191 46
MS10S3100-007 191 24
MS10S3100-008 191 80
MS10S3100-009 191 26
MS10S3100-010 191 18
MS10S3100-011 191 13
MS10S3100-012 191 25
MS10S3100-013 191 37
MS10S3100-014 191 23
MS10S3100-015 191 26
MS10S3100-016 191 49
MS10S3100-017 191 30
MS10S3100-018 191 25
MS10S3100-019 191 43
MS10S3100-020 191 47
MS10S3100-021 191 31
MS10S3100-022 191 18
MS10S3100-023 191 38
MS10S3100-024 191 33
MS11S2003-001 62 39
MS11S2003-002 62 34
MS11S2003-003 62 11
MS11S2003-004 62 36
MS11S2003-005 62 15
MS11S2003-006 62 36
MS11S2003-007 62 48
MS11S2003-008 62 35
MS11S2003-009 62 26
MS11S2003-010 62 26
MS11S2003-011 62 25
MS11S2003-012 62 38
MS11S2003-013 62 17
MS11S2003-014 62 12
MS11S2003-015 62 34
MS11S2003-016 62 30
MS11S2003-017 62 18
MS11S2003-018 62 32
MS11S2003-019 62 23
MS11S2003-020 62 30
MS11S2003-021 62 12
MS11S2003-022 62 37
MS11S2003-023 62 46
MS11S2003-024 62 12
MS11S2004-001 79 40
MS11S2004-002 79 22
MS11S2004-003 79 28
MS11S2004-004 79 19
MS11S2004-005 79 16
MS11S2004-006 79 19
MS11S2004-007 79 33
MS11S2004-008 79 15
MS11S2004-009 79 14
MS11S2004-010 79 22
MS11S2004-011 79 42
MS11S2004-012 79 39
MS11S2004-013 79 36
MS11S2004-014 79 50
MS11S2004-015 79 36
MS11S2004-016 79 28
MS11S2004-017 79 47
MS11S2004-018 79 39
MS11S2004-019 79 29
MS11S2004-020 79 32
MS11S2004-021 79 37
MS11S2004-022 79 53
MS11S2004-023 79 49
MS11S2004-024 79 33
MS11S2005-001 160 68
MS11S2005-002 160 80
MS11S2005-003 160 76
MS11S2005-004 160 87
MS11S2005-005 160 85
MS11S2005-006 160 57
MS11S2005-007 160 100
MS11S2005-008 160 21
MS11S2005-009 160 65
MS11S2005-010 160 79
MS11S2005-011 160 67
MS11S2005-012 160 83
MS11S2005-013 160 78
MS11S2005-014 160 93
MS11S2005-015 160 78
MS11S2005-016 160 82
MS11S2005-017 160 86
MS11S2005-018 160 97
MS11S2005-019 160 64
MS11S2005-020 160 75
MS11S2005-021 160 76
MS11S2005-022 160 46
MS11S2005-023 160 101
MS11S2005-024 160 89
MS11S2006-001 150 79
MS11S2006-002 150 34
MS11S2006-003 150 63
MS11S2006-004 150 65
MS11S2006-005 150 55
MS11S2006-006 150 64
MS11S2006-007 150 67
MS11S2006-008 150 64
MS11S2006-009 150 40
MS11S2006-010 150 81
MS11S2006-011 150 66
MS11S2006-012 150 67
MS11S2006-013 150 82
MS11S2006-014 150 59
MS11S2006-015 150 70
MS11S2006-016 150 64
MS11S2006-017 150 37
MS11S2006-018 150 70
MS11S2006-019 150 48
MS11S2006-020 150 42
MS11S2006-021 150 61
MS11S2006-022 150 67
MS11S2006-023 150 54
MS11S2006-024 150 78
MS11S2007-001 125 36
MS11S2007-002 125 76
MS11S2007-003 125 69
MS11S2007-004 125 44
MS11S2007-005 125 43
MS11S2007-006 125 29
MS11S2007-007 125 53
MS11S2007-008 125 29
MS11S2007-009 125 48
MS11S2007-010 125 78
MS11S2007-011 125 56
MS11S2007-012 125 26
MS11S2007-013 125 54
MS11S2007-014 125 50
MS11S2007-015 125 64
MS11S2007-016 125 44
MS11S2007-017 125 44
MS11S2007-018 125 38
MS11S2007-019 125 60
MS11S2007-020 125 56
MS11S2007-021 125 54
MS11S2007-022 125 68
MS11S2007-023 125 17
MS11S2007-024 125 39
MS11S2011-001 71 20
MS11S2011-002 71 33
MS11S2011-003 71 18
MS11S2011-004 71 25
MS11S2011-005 71 14
MS11S2011-006 71 21
MS11S2011-007 71 25
MS11S2011-008 71 13
MS11S2011-009 71 22
MS11S2011-010 71 19
MS11S2011-011 71 25
MS11S2011-012 71 17
MS11S2011-013 71 23
MS11S2011-014 71 38
MS11S2011-015 71 22
MS11S2011-016 71 23
MS11S2011-017 71 29
MS11S2011-018 71 21
MS11S2011-019 71 26
MS11S2011-020 71 25
MS11S2011-021 71 31
MS11S2011-022 71 24
MS11S2011-023 71 18
MS11S2011-024 71 25
MS11S2013-001 64 33
MS11S2013-002 64 11
MS11S2013-003 64 30
MS11S2013-004 64 25
MS11S2013-005 64 29
MS11S2013-006 64 14
MS11S2013-007 64 10
MS11S2013-008 64 28
MS11S2013-009 64 19
MS11S2013-010 64 22
MS11S2013-011 64 36
MS11S2013-012 64 23
MS11S2013-013 64 29
MS11S2013-014 64 24
MS11S2013-015 64 21
MS11S2013-016 64 24
MS11S2013-017 64 31
MS11S2013-018 64 21
MS11S2013-019 64 32
MS11S2013-020 64 22
MS11S2013-021 64 31
MS11S2013-022 64 16
MS11S2013-023 64 9
MS11S2013-024 64 33
MS11S2014-001 118 56
MS11S2014-002 118 66
MS11S2014-003 118 35
MS11S2014-004 118 57
MS11S2014-005 118 40
MS11S2014-006 118 50
MS11S2014-007 118 65
MS11S2014-008 118 54
MS11S2014-009 118 60
MS11S2014-010 118 30
MS11S2014-011 118 57
MS11S2014-012 118 42
MS11S2014-013 118 52
MS11S2014-014 118 53
MS11S2014-015 118 33
MS11S2014-016 118 45
MS11S2014-017 118 42
MS11S2014-018 118 60
MS11S2014-019 118 41
MS11S2014-020 118 42
MS11S2014-021 118 51
MS11S2014-022 118 31
MS11S2014-023 118 25
MS11S2014-024 118 59
MS11S2015-001 81 28
MS11S2015-002 81 33
MS11S2015-003 81 11
MS11S2015-004 81 30
MS11S2015-005 81 35
MS11S2015-006 81 39
MS11S2015-007 81 39
MS11S2015-008 81 46
MS11S2015-009 81 29
MS11S2015-010 81 12
MS11S2015-011 81 23
MS11S2015-012 81 39
MS11S2015-013 81 21
MS11S2015-014 81 33
MS11S2015-015 81 48
MS11S2015-016 81 28
MS11S2015-017 81 40
MS11S2015-018 81 45
MS11S2015-019 81 18
MS11S2015-020 81 37
MS11S2015-021 81 19
MS11S2015-022 81 31
MS11S2015-023 81 23
MS11S2015-024 81 36
MS11S2016-001 206 13
MS11S2016-002 206 9
MS11S2016-003 206 23
MS11S2016-004 206 9
MS11S2016-005 206 108
MS11S2016-006 206 14
MS11S2016-007 206 110
MS11S2016-008 206 113
MS11S2016-009 206 11
MS11S2016-010 206 8
MS11S2016-011 206 8
MS11S2016-012 206 14
MS11S2016-013 206 107
MS11S2016-014 206 16
MS11S2016-015 206 75
MS11S2016-016 206 7
MS11S2016-017 206 10
MS11S2016-018 206 0
MS11S2016-019 206 25
MS11S2016-020 206 8
MS11S2016-021 206 11
MS11S2016-022 206 22
MS11S2016-023 206 2
MS11S2016-024 206 112
MS11S2020-001 158 93
MS11S2020-002 158 62
MS11S2020-003 158 86
MS11S2020-004 158 61
MS11S2020-005 158 51
MS11S2020-006 158 56
MS11S2020-007 158 75
MS11S2020-008 158 61
MS11S2020-009 158 45
MS11S2020-010 158 71
MS11S2020-011 158 87
MS11S2020-012 158 38
MS11S2020-013 158 85
MS11S2020-014 158 79
MS11S2020-015 158 51
MS11S2020-016 158 47
MS11S2020-017 158 82
MS11S2020-018 158 74
MS11S2020-019 158 73
MS11S2020-020 158 28
