ID NSeg NHet
MS11S2020-021 158 65
MS11S2020-022 158 61
MS11S2020-023 158 55
MS11S2020-024 158 75
MS11S2021-001 214 81
MS11S2021-002 214 99
MS11S2021-003 214 72
MS11S2021-004 214 80
MS11S2021-005 214 103
MS11S2021-006 214 97
MS11S2021-007 214 56
MS11S2021-008 214 38
MS11S2021-009 214 118
MS11S2021-010 214 84
MS11S2021-011 214 61
MS11S2021-012 214 111
MS11S2021-013 214 79
MS11S2021-014 214 110
MS11S2021-015 214 107
MS11S2021-016 214 125
MS11S2021-017 214 110
MS11S2021-018 214 94
MS11S2021-019 214 98
MS11S2021-020 214 100
MS11S2021-021 214 98
MS11S2021-022 214 91
MS11S2021-023 214 105
MS11S2021-024 214 36
MS11S2022-001 167 85
MS11S2022-002 167 61
MS11S2022-003 167 85
MS11S2022-004 167 74
MS11S2022-005 167 65
MS11S2022-006 167 58
MS11S2022-007 167 70
MS11S2022-008 167 67
MS11S2022-009 167 71
MS11S2022-010 167 74
MS11S2022-011 167 79
MS11S2022-012 167 70
MS11S2022-013 167 95
MS11S2022-014 167 86
MS11S2022-015 167 44
MS11S2022-016 167 70
MS11S2022-017 167 73
MS11S2022-018 167 79
MS11S2022-019 167 92
MS11S2022-020 167 79
MS11S2022-021 167 63
MS11S2022-022 167 45
MS11S2022-023 167 53
MS11S2022-024 167 84
MS11S2024-001 176 41
MS11S2024-002 176 55
MS11S2024-003 176 63
MS11S2024-004 176 62
MS11S2024-005 176 59
MS11S2024-006 176 89
MS11S2024-007 176 75
MS11S2024-008 176 39
MS11S2024-009 176 76
MS11S2024-010 176 66
MS11S2024-011 176 72
MS11S2024-012 176 88
MS11S2024-013 176 29
MS11S2024-014 176 65
MS11S2024-015 176 101
MS11S2024-016 176 86
MS11S2024-017 176 55
MS11S2024-018 176 77
MS11S2024-019 176 38
MS11S2024-020 176 63
MS11S2024-021 176 60
MS11S2024-022 176 30
MS11S2024-023 176 70
MS11S2024-024 176 79
MS11S2025-001 120 26
MS11S2025-002 120 44
MS11S2025-003 120 32
MS11S2025-004 120 56
MS11S2025-005 120 61
MS11S2025-006 120 47
MS11S2025-007 120 37
MS11S2025-008 120 53
MS11S2025-009 120 31
MS11S2025-010 120 50
MS11S2025-011 120 31
MS11S2025-012 120 67
MS11S2025-013 120 65
MS11S2025-014 120 45
MS11S2025-015 120 61
MS11S2025-016 120 51
MS11S2025-017 120 44
MS11S2025-018 120 38
MS11S2025-019 120 53
MS11S2025-020 120 37
MS11S2025-021 120 19
MS11S2025-022 120 33
MS11S2025-023 120 33
MS11S2025-024 120 35
MS11S2026-001 146 56
MS11S2026-002 146 79
MS11S2026-003 146 81
MS11S2026-004 146 37
MS11S2026-005 146 66
MS11S2026-006 146 67
MS11S2026-007 146 49
MS11S2026-008 146 42
MS11S2026-009 146 58
MS11S2026-010 146 70
MS11S2026-011 146 58
MS11S2026-012 146 61
MS11S2026-013 146 74
MS11S2026-014 146 61
MS11S2026-015 146 50
MS11S2026-016 146 70
MS11S2026-017 146 44
MS11S2026-018 146 67
MS11S2026-019 146 71
MS11S2026-020 146 15
MS11S2026-021 146 82
MS11S2026-022 146 34
MS11S2026-023 146 37
MS11S2026-024 146 68
MS11S2027-001 178 73
MS11S2027-002 178 116
MS11S2027-003 178 97
MS11S2027-004 178 79
MS11S2027-005 178 87
MS11S2027-006 178 50
MS11S2027-007 178 62
MS11S2027-008 178 93
MS11S2027-009 178 44
MS11S2027-010 178 75
MS11S2027-011 178 71
MS11S2027-012 178 114
MS11S2027-013 178 66
MS11S2027-014 178 116
MS11S2027-015 178 93
MS11S2027-016 178 97
MS11S2027-017 178 97
MS11S2027-018 178 74
MS11S2027-019 178 104
MS11S2027-020 178 106
MS11S2027-021 178 110
MS11S2027-022 178 78
MS11S2027-023 178 100
MS11S2027-024 178 88
MS11S2028-001 158 57
MS11S2028-002 158 76
MS11S2028-003 158 55
MS11S2028-004 158 48
MS11S2028-005 158 62
MS11S2028-006 158 54
MS11S2028-007 158 93
MS11S2028-008 158 72
MS11S2028-009 158 60
MS11S2028-010 158 63
MS11S2028-011 158 86
MS11S2028-012 158 52
MS11S2028-013 158 36
MS11S2028-014 158 64
MS11S2028-015 158 76
MS11S2028-016 158 49
MS11S2028-017 158 31
MS11S2028-018 158 46
MS11S2028-019 158 98
MS11S2028-020 158 72
MS11S2028-021 158 64
MS11S2028-022 158 88
MS11S2028-023 158 55
MS11S2028-024 158 65
MS11S2029-001 172 60
MS11S2029-002 172 61
MS11S2029-003 172 91
MS11S2029-004 172 58
MS11S2029-005 172 71
MS11S2029-006 172 56
MS11S2029-007 172 53
MS11S2029-008 172 74
MS11S2029-009 172 68
MS11S2029-010 172 93
MS11S2029-011 172 48
MS11S2029-012 172 54
MS11S2029-013 172 61
MS11S2029-014 172 46
MS11S2029-015 172 37
MS11S2029-016 172 56
MS11S2029-017 172 39
MS11S2029-018 172 17
MS11S2029-019 172 39
MS11S2029-020 172 68
MS11S2029-021 172 72
MS11S2029-022 172 53
MS11S2029-023 172 67
MS11S2029-024 172 49
MS11S2030-001 138 46
MS11S2030-002 138 72
MS11S2030-003 138 34
MS11S2030-004 138 67
MS11S2030-005 138 66
MS11S2030-006 138 14
MS11S2030-007 138 49
MS11S2030-008 138 55
MS11S2030-009 138 85
MS11S2030-010 138 76
MS11S2030-011 138 53
MS11S2030-012 138 64
MS11S2030-013 138 67
MS11S2030-014 138 66
MS11S2030-015 138 42
MS11S2030-016 138 73
MS11S2030-017 138 56
MS11S2030-018 138 67
MS11S2030-019 138 64
MS11S2030-020 138 48
MS11S2030-021 138 63
MS11S2030-022 138 42
MS11S2030-023 138 68
MS11S2030-024 138 48
MS11S2031-001 154 74
MS11S2031-002 154 33
MS11S2031-003 154 85
MS11S2031-004 154 64
MS11S2031-005 154 86
MS11S2031-006 154 77
MS11S2031-007 154 78
MS11S2031-008 154 102
MS11S2031-009 154 65
MS11S2031-010 154 102
MS11S2031-011 154 96
MS11S2031-012 154 74
MS11S2031-013 154 56
MS11S2031-014 154 85
MS11S2031-015 154 61
MS11S2031-016 154 57
MS11S2031-017 154 73
MS11S2031-018 154 107
MS11S2031-019 154 64
MS11S2031-020 154 55
MS11S2031-021 154 55
MS11S2031-022 154 62
MS11S2031-023 154 37
MS11S2031-024 154 89
MS11S2033-001 158 74
MS11S2033-002 158 85
MS11S2033-003 158 78
MS11S2033-004 158 65
MS11S2033-005 158 53
MS11S2033-006 158 47
MS11S2033-007 158 58
MS11S2033-008 158 75
MS11S2033-009 158 67
MS11S2033-010 158 62
MS11S2033-011 158 86
MS11S2033-012 158 54
MS11S2033-013 158 65
MS11S2033-014 158 37
MS11S2033-015 158 65
MS11S2033-016 158 44
MS11S2033-017 158 85
MS11S2033-018 158 59
MS11S2033-019 158 62
MS11S2033-020 158 83
MS11S2033-021 158 65
MS11S2033-022 158 80
MS11S2033-023 158 87
MS11S2033-024 158 30
MS11S2034-001 144 71
MS11S2034-002 144 50
MS11S2034-003 144 70
MS11S2034-004 144 64
MS11S2034-005 144 46
MS11S2034-006 144 62
MS11S2034-007 144 89
MS11S2034-008 144 76
MS11S2034-009 144 77
MS11S2034-010 144 69
MS11S2034-011 144 85
MS11S2034-012 144 76
MS11S2034-013 144 67
MS11S2034-014 144 48
MS11S2034-015 144 41
MS11S2034-016 144 38
MS11S2034-017 144 89
MS11S2034-018 144 72
MS11S2034-019 144 71
MS11S2034-020 144 47
MS11S2034-021 144 64
MS11S2034-022 144 61
MS11S2034-023 144 80
MS11S2034-024 144 71
MS11S2036-001 123 55
MS11S2036-002 123 69
MS11S2036-003 123 55
MS11S2036-004 123 32
MS11S2036-005 123 50
MS11S2036-006 123 51
MS11S2036-007 123 62
MS11S2036-008 123 53
MS11S2036-009 123 22
MS11S2036-010 123 57
MS11S2036-011 123 78
MS11S2036-012 123 84
MS11S2036-013 123 79
MS11S2036-014 123 31
MS11S2036-015 123 62
MS11S2036-016 123 55
MS11S2036-017 123 43
MS11S2036-018 123 45
MS11S2036-019 123 30
MS11S2036-020 123 65
MS11S2036-021 123 69
MS11S2036-022 123 86
MS11S2036-023 123 45
MS11S2036-024 123 84
MS11S2037-001 139 72
MS11S2037-002 139 75
MS11S2037-003 139 42
MS11S2037-004 139 49
MS11S2037-005 139 50
MS11S2037-006 139 70
MS11S2037-007 139 45
MS11S2037-008 139 67
MS11S2037-009 139 62
MS11S2037-010 139 87
MS11S2037-011 139 52
MS11S2037-012 139 81
MS11S2037-013 139 60
MS11S2037-014 139 75
MS11S2037-015 139 61
MS11S2037-016 139 68
MS11S2037-017 139 54
MS11S2037-018 139 81
MS11S2037-019 139 43
MS11S2037-020 139 70
MS11S2037-021 139 78
MS11S2037-022 139 89
MS11S2037-023 139 64
MS11S2037-024 139 62
MS11S2038-001 150 70
MS11S2038-002 150 62
MS11S2038-003 150 73
MS11S2038-004 150 52
MS11S2038-005 150 69
MS11S2038-006 150 68
MS11S2038-007 150 50
MS11S2038-008 150 86
MS11S2038-009 150 76
MS11S2038-010 150 46
MS11S2038-011 150 62
MS11S2038-012 150 63
MS11S2038-013 150 57
MS11S2038-014 150 56
MS11S2038-015 150 62
MS11S2038-016 150 74
MS11S2038-017 150 48
MS11S2038-018 150 52
MS11S2038-019 150 63
MS11S2038-020 150 62
MS11S2038-021 150 38
MS11S2038-022 150 92
MS11S2038-023 150 41
MS11S2038-024 150 65
MS11S2039-001 152 44
MS11S2039-002 152 91
MS11S2039-003 152 52
MS11S2039-004 152 52
MS11S2039-005 152 37
MS11S2039-006 152 71
MS11S2039-007 152 59
MS11S2039-008 152 47
MS11S2039-009 152 39
MS11S2039-010 152 78
MS11S2039-011 152 110
MS11S2039-012 152 66
MS11S2039-013 152 53
MS11S2039-014 152 59
MS11S2039-015 152 93
MS11S2039-016 152 93
MS11S2039-017 152 70
MS11S2039-018 152 60
MS11S2039-019 152 54
MS11S2039-020 152 43
MS11S2039-021 152 78
MS11S2039-022 152 93
MS11S2039-023 152 99
MS11S2039-024 152 69
MS11S2040-001 137 54
MS11S2040-002 137 58
MS11S2040-003 137 70
MS11S2040-004 137 29
MS11S2040-005 137 74
MS11S2040-006 137 74
MS11S2040-007 137 55
MS11S2040-008 137 62
MS11S2040-009 137 49
MS11S2040-010 137 62
MS11S2040-011 137 67
MS11S2040-012 137 75
MS11S2040-013 137 61
MS11S2040-014 137 65
MS11S2040-015 137 64
MS11S2040-016 137 86
MS11S2040-017 137 57
MS11S2040-018 137 65
MS11S2040-019 137 74
MS11S2040-020 137 21
MS11S2040-021 137 58
MS11S2040-022 137 58
MS11S2040-023 137 72
MS11S2040-024 137 71
MS11S2041-001 154 39
MS11S2041-002 154 92
MS11S2041-003 154 91
MS11S2041-004 154 86
MS11S2041-005 154 56
MS11S2041-006 154 88
MS11S2041-007 154 36
MS11S2041-008 154 61
MS11S2041-009 154 75
MS11S2041-010 154 56
MS11S2041-011 154 44
MS11S2041-012 154 74
MS11S2041-013 154 62
MS11S2041-014 154 70
MS11S2041-015 154 43
MS11S2041-016 154 70
MS11S2041-017 154 26
MS11S2041-018 154 70
MS11S2041-019 154 73
MS11S2041-020 154 95
MS11S2041-021 154 27
MS11S2041-022 154 58
MS11S2041-023 154 68
MS11S2041-024 154 44
MS11S2042-001 111 58
MS11S2042-002 111 43
MS11S2042-003 111 54
MS11S2042-004 111 36
MS11S2042-005 111 29
MS11S2042-006 111 32
MS11S2042-007 111 47
MS11S2042-008 111 43
MS11S2042-009 111 49
MS11S2042-010 111 55
MS11S2042-011 111 44
MS11S2042-012 111 61
MS11S2042-013 111 44
MS11S2042-014 111 31
MS11S2042-015 111 39
MS11S2042-016 111 49
MS11S2042-017 111 54
MS11S2042-018 111 64
MS11S2042-019 111 40
MS11S2042-020 111 54
MS11S2042-021 111 60
MS11S2042-022 111 32
MS11S2042-023 111 49
MS11S2042-024 111 56
MS11S2046-001 116 48
MS11S2046-002 116 54
MS11S2046-003 116 58
MS11S2046-004 116 49
MS11S2046-005 116 58
MS11S2046-006 116 44
MS11S2046-007 116 59
MS11S2046-008 116 38
MS11S2046-009 116 41
MS11S2046-010 116 57
MS11S2046-011 116 75
MS11S2046-012 116 49
MS11S2046-013 116 42
MS11S2046-014 116 65
MS11S2046-015 116 72
MS11S2046-016 116 56
MS11S2046-017 116 49
MS11S2046-018 116 47
MS11S2046-019 116 34
MS11S2046-020 116 54
MS11S2046-021 116 59
MS11S2046-022 116 34
MS11S2046-023 116 47
MS11S2046-024 116 41
MS11S2048-001 111 38
MS11S2048-002 111 62
MS11S2048-003 111 44
MS11S2048-004 111 50
MS11S2048-005 111 20
MS11S2048-006 111 39
MS11S2048-007 111 27
MS11S2048-008 111 57
MS11S2048-009 111 32
MS11S2048-010 111 62
MS11S2048-011 111 31
MS11S2048-012 111 55
MS11S2048-013 111 46
MS11S2048-014 111 49
MS11S2048-015 111 53
MS11S2048-016 111 43
MS11S2048-017 111 35
MS11S2048-018 111 68
MS11S2048-019 111 45
MS11S2048-020 111 64
MS11S2048-021 111 50
MS11S2048-022 111 38
MS11S2048-023 111 25
MS11S2048-024 111 57
MS11S2052-001 143 44
MS11S2052-002 143 76
MS11S2052-003 143 70
MS11S2052-004 143 74
MS11S2052-005 143 58
MS11S2052-006 143 50
MS11S2052-007 143 63
MS11S2052-008 143 39
MS11S2052-009 143 34
MS11S2052-010 143 29
MS11S2052-011 143 92
MS11S2052-012 143 84
MS11S2052-013 143 67
MS11S2052-014 143 55
MS11S2052-015 143 82
MS11S2052-016 143 72
MS11S2052-017 143 68
MS11S2052-018 143 61
MS11S2052-019 143 37
MS11S2052-020 143 37
MS11S2052-021 143 71
MS11S2052-022 143 66
MS11S2052-023 143 61
MS11S2052-024 143 27
MS11S2053-001 72 35
MS11S2053-002 72 28
MS11S2053-003 72 20
MS11S2053-004 72 21
MS11S2053-005 72 19
MS11S2053-006 72 26
MS11S2053-007 72 26
MS11S2053-008 72 31
MS11S2053-009 72 35
MS11S2053-010 72 31
MS11S2053-011 72 20
MS11S2053-012 72 43
MS11S2053-013 72 28
MS11S2053-014 72 6
MS11S2053-015 72 37
MS11S2053-016 72 29
MS11S2053-017 72 25
MS11S2053-018 72 34
MS11S2053-019 72 45
MS11S2053-020 72 29
MS11S2053-021 72 28
MS11S2053-022 72 38
MS11S2053-023 72 22
MS11S2053-024 72 31
MS11S2055-001 88 40
MS11S2055-002 88 34
MS11S2055-003 88 36
MS11S2055-004 88 33
MS11S2055-005 88 38
MS11S2055-006 88 33
MS11S2055-007 88 48
MS11S2055-008 88 29
MS11S2055-009 88 36
MS11S2055-010 88 25
MS11S2055-011 88 54
MS11S2055-012 88 49
MS11S2055-013 88 37
MS11S2055-014 88 41
MS11S2055-015 88 35
MS11S2055-016 88 45
MS11S2056-001 107 45
MS11S2056-002 107 25
MS11S2056-003 107 42
MS11S2056-004 107 50
MS11S2056-005 107 40
MS11S2056-006 107 34
MS11S2056-007 107 69
MS11S2056-008 107 35
MS11S2056-009 107 53
MS11S2056-010 107 53
MS11S2056-011 107 65
MS11S2056-012 107 58
MS11S2056-013 107 56
MS11S2056-014 107 38
MS11S2056-015 107 44
MS11S2056-016 107 51
MS11S2056-017 107 62
MS11S2056-018 107 40
MS11S2056-019 107 44
MS11S2056-020 107 52
MS11S2056-021 107 42
MS11S2056-022 107 47
MS11S2056-023 107 46
MS11S2056-024 107 74
MS11S2057-001 195 80
MS11S2057-002 195 97
MS11S2057-003 195 98
MS11S2057-004 195 64
MS11S2057-005 195 88
MS11S2057-006 195 83
MS11S2057-007 195 96
MS11S2057-008 195 94
MS11S2057-009 195 62
MS11S2057-010 195 72
MS11S2057-011 195 110
MS11S2057-012 195 93
MS11S2057-013 195 66
MS11S2057-014 195 96
MS11S2057-015 195 63
MS11S2057-016 195 31
MS11S2057-017 195 107
MS11S2057-018 195 91
MS11S2057-019 195 125
MS11S2057-020 195 97
MS11S2057-021 195 116
MS11S2057-022 195 82
MS11S2057-023 195 91
MS11S2057-024 195 82
MS11S2058-001 122 51
MS11S2058-002 122 29
MS11S2058-003 122 40
MS11S2058-004 122 14
MS11S2058-005 122 31
MS11S2058-006 122 62
MS11S2058-007 122 34
MS11S2058-008 122 57
MS11S2058-009 122 63
MS11S2058-010 122 33
MS11S2058-011 122 34
MS11S2058-012 122 14
MS11S2058-013 122 49
MS11S2058-014 122 33
MS11S2058-015 122 24
MS11S2058-016 122 60
MS11S2058-017 122 35
MS11S2058-018 122 46
MS11S2058-019 122 28
MS11S2058-020 122 39
MS11S2058-021 122 42
MS11S2058-022 122 20
MS11S2058-023 122 48
MS11S2058-024 122 49
MS11S2059-001 94 37
MS11S2059-002 94 38
MS11S2059-003 94 33
MS11S2059-004 94 48
MS11S2059-005 94 43
MS11S2059-006 94 45
MS11S2059-007 94 49
MS11S2059-008 94 53
MS11S2059-009 94 55
MS11S2059-010 94 35
MS11S2059-011 94 55
MS11S2059-012 94 45
MS11S2059-013 94 56
MS11S2059-014 94 37
MS11S2059-015 94 34
MS11S2059-016 94 25
MS11S2059-017 94 61
MS11S2059-018 94 34
MS11S2059-019 94 50
MS11S2059-020 94 37
MS11S2059-021 94 55
MS11S2059-022 94 35
MS11S2059-023 94 37
MS11S2059-024 94 44
MS11S2063-001 206 80
MS11S2063-002 206 85
MS11S2063-003 206 85
MS11S2063-004 206 98
MS11S2063-005 206 91
MS11S2063-006 206 101
MS11S2063-007 206 94
MS11S2063-008 206 91
MS11S2063-009 206 64
MS11S2063-010 206 108
MS11S2063-011 206 68
MS11S2063-012 206 76
MS11S2063-013 206 83
MS11S2063-014 206 74
MS11S2063-015 206 85
MS11S2063-016 206 87
MS11S2063-017 206 69
MS11S2063-018 206 86
MS11S2063-019 206 61
MS11S2063-020 206 25
MS11S2063-021 206 102
MS11S2063-022 206 87
MS11S2063-023 206 73
MS11S2063-024 206 80
MS11S2064-001 140 63
MS11S2064-002 140 47
MS11S2064-003 140 59
MS11S2064-004 140 20
MS11S2064-005 140 42
MS11S2064-006 140 41
MS11S2064-007 140 51
MS11S2064-008 140 36
MS11S2064-009 140 38
MS11S2064-010 140 38
MS11S2064-011 140 45
MS11S2064-012 140 53
MS11S2064-013 140 69
MS11S2064-014 140 54
MS11S2064-015 140 38
MS11S2064-016 140 25
MS11S2064-017 140 35
MS11S2064-018 140 63
MS11S2064-019 140 53
MS11S2064-020 140 54
MS11S2064-021 140 48
MS11S2064-022 140 57
MS11S2064-023 140 47
MS11S2064-024 140 51
MS11S2065-001 204 74
MS11S2065-002 204 138
MS11S2065-003 204 120
MS11S2065-004 204 84
MS11S2065-005 204 98
MS11S2065-006 204 89
MS11S2065-007 204 108
MS11S2065-008 204 78
MS11S2065-009 204 96
MS11S2065-010 204 89
MS11S2065-011 204 72
MS11S2065-012 204 75
MS11S2065-013 204 122
MS11S2065-014 204 84
MS11S2065-015 204 102
MS11S2065-016 204 97
MS11S2065-017 204 54
MS11S2065-018 204 48
MS11S2065-019 204 64
MS11S2065-020 204 81
MS11S2065-021 204 103
MS11S2065-022 204 63
MS11S2065-023 204 60
MS11S2065-024 204 89
MS11S2066-001 154 86
MS11S2066-002 154 64
MS11S2066-003 154 49
MS11S2066-004 154 62
MS11S2066-005 154 68
MS11S2066-006 154 84
MS11S2066-007 154 80
MS11S2066-008 154 80
MS11S2066-009 154 51
MS11S2066-010 154 66
MS11S2066-011 154 91
MS11S2066-012 154 88
MS11S2066-013 154 81
MS11S2066-014 154 67
MS11S2066-015 154 85
MS11S2066-016 154 73
MS11S2066-017 154 87
MS11S2066-018 154 62
MS11S2066-019 154 57
MS11S2066-020 154 82
MS11S2066-021 154 70
MS11S2066-022 154 60
MS11S2066-023 154 84
MS11S2066-024 154 95
MS11S2067-001 154 48
MS11S2067-002 154 71
MS11S2067-003 154 87
MS11S2067-004 154 101
MS11S2067-005 154 67
MS11S2067-006 154 81
MS11S2067-007 154 70
MS11S2067-008 154 63
MS11S2067-009 154 75
MS11S2067-010 154 78
MS11S2067-011 154 64
MS11S2067-012 154 93
MS11S2067-013 154 69
MS11S2067-014 154 90
MS11S2067-015 154 40
MS11S2067-016 154 92
MS11S2067-017 154 86
MS11S2067-018 154 81
MS11S2067-019 154 64
MS11S2067-020 154 80
MS11S2067-021 154 67
MS11S2067-022 154 90
MS11S2067-023 154 46
MS11S2067-024 154 58
MS11S2068-001 152 57
MS11S2068-002 152 51
MS11S2068-003 152 73
MS11S2068-004 152 64
MS11S2068-005 152 91
MS11S2068-006 152 70
MS11S2068-007 152 53
MS11S2068-008 152 59
MS11S2068-009 152 68
MS11S2068-010 152 65
MS11S2068-011 152 64
MS11S2068-012 152 66
MS11S2068-013 152 69
MS11S2068-014 152 68
MS11S2068-015 152 76
MS11S2068-016 152 69
MS11S2068-017 152 68
MS11S2068-018 152 42
MS11S2068-019 152 61
MS11S2068-020 152 78
MS11S2068-021 152 52
MS11S2068-022 152 62
MS11S2068-023 152 69
MS11S2068-024 152 59
MS11S2069-001 146 43
MS11S2069-002 146 62
MS11S2069-003 146 78
MS11S2069-004 146 65
MS11S2069-005 146 43
MS11S2069-006 146 76
MS11S2069-007 146 29
MS11S2069-008 146 59
MS11S2069-009 146 57
MS11S2069-010 146 64
MS11S2069-011 146 53
MS11S2069-012 146 42
MS11S2069-013 146 68
MS11S2069-014 146 94
MS11S2069-015 146 71
MS11S2069-016 146 74
MS11S2069-017 146 46
MS11S2069-018 146 68
MS11S2069-019 146 34
MS11S2069-020 146 55
MS11S2069-021 146 68
MS11S2069-022 146 67
MS11S2069-023 146 68
MS11S2069-024 146 68
MS11S2070-001 129 39
MS11S2070-002 129 60
MS11S2070-003 129 33
MS11S2070-004 129 31
MS11S2070-005 129 89
MS11S2070-006 129 71
MS11S2070-007 129 45
MS11S2070-008 129 48
MS11S2070-009 129 69
MS11S2070-010 129 62
MS11S2070-011 129 33
MS11S2070-012 129 55
MS11S2070-013 129 67
MS11S2070-014 129 51
MS11S2070-015 129 63
MS11S2070-016 129 81
MS11S2070-017 129 31
MS11S2070-018 129 28
MS11S2070-019 129 42
MS11S2070-020 129 48
MS11S2070-021 129 36
MS11S2070-022 129 73
MS11S2070-023 129 51
MS11S2070-024 129 56
MS11S2072-001 170 63
MS11S2072-002 170 58
MS11S2072-003 170 88
MS11S2072-004 170 62
MS11S2072-005 170 74
MS11S2072-006 170 61
MS11S2072-007 170 85
MS11S2072-008 170 98
MS11S2072-009 170 48
MS11S2072-010 170 74
MS11S2072-011 170 97
MS11S2072-012 170 82
MS11S2072-013 170 83
MS11S2072-014 170 101
MS11S2072-015 170 60
MS11S2072-016 170 37
MS11S2072-017 170 42
MS11S2072-018 170 58
MS11S2072-019 170 77
MS11S2072-020 170 92
MS11S2072-021 170 71
MS11S2072-022 170 42
MS11S2072-023 170 51
MS11S2072-024 170 51
MS11S2073-001 149 99
MS11S2073-002 149 78
MS11S2073-003 149 71
MS11S2073-004 149 78
MS11S2073-005 149 63
MS11S2073-006 149 100
MS11S2073-007 149 69
MS11S2073-008 149 45
MS11S2073-009 149 60
MS11S2073-010 149 74
MS11S2073-011 149 66
MS11S2073-012 149 48
MS11S2073-013 149 97
MS11S2073-014 149 54
MS11S2073-015 149 73
MS11S2073-016 149 69
MS11S2073-017 149 57
MS11S2073-018 149 78
MS11S2073-019 149 45
MS11S2073-020 149 90
MS11S2073-021 149 96
MS11S2073-022 149 90
MS11S2073-023 149 64
MS11S2073-024 149 66
MS11S2075-001 146 69
MS11S2075-002 146 51
MS11S2075-003 146 67
MS11S2075-004 146 48
MS11S2075-005 146 74
MS11S2075-006 146 44
MS11S2075-007 146 52
MS11S2075-008 146 39
MS11S2075-009 146 84
MS11S2075-010 146 47
MS11S2075-011 146 39
MS11S2075-012 146 77
MS11S2075-013 146 54
MS11S2075-014 146 27
MS11S2075-015 146 19
MS11S2075-016 146 38
MS11S2075-017 146 61
MS11S2075-018 146 62
MS11S2075-019 146 64
MS11S2075-020 146 71
MS11S2075-021 146 32
MS11S2075-022 146 75
MS11S2075-023 146 67
MS11S2075-024 146 48
MS11S2076-001 200 66
MS11S2076-002 200 36
MS11S2076-003 200 71
MS11S2076-004 200 92
MS11S2076-005 200 82
MS11S2076-006 200 56
MS11S2076-007 200 97
MS11S2076-008 200 88
MS11S2076-009 200 72
MS11S2076-010 200 66
MS11S2076-011 200 88
MS11S2076-012 200 47
MS11S2076-013 200 51
MS11S2076-014 200 71
MS11S2076-015 200 79
MS11S2076-016 200 88
MS11S2076-017 200 69
MS11S2076-018 200 52
MS11S2076-019 200 89
MS11S2076-020 200 81
MS11S2076-021 200 57
MS11S2076-022 200 39
MS11S2076-023 200 50
MS11S2076-024 200 65
MS11S2077-001 143 31
MS11S2077-002 143 37
MS11S2077-003 143 62
MS11S2077-004 143 50
MS11S2077-005 143 65
MS11S2077-006 143 60
MS11S2077-007 143 43
MS11S2077-008 143 58
MS11S2077-009 143 48
MS11S2077-010 143 50
MS11S2077-011 143 74
MS11S2077-012 143 75
MS11S2077-013 143 19
MS11S2077-014 143 55
MS11S2077-015 143 49
MS11S2077-016 143 42
MS11S2077-017 143 35
MS11S2077-018 143 47
MS11S2077-019 143 42
MS11S2077-020 143 52
MS11S2077-021 143 63
MS11S2077-022 143 61
MS11S2077-023 143 46
MS11S2077-024 143 64
MS11S2078-001 123 38
MS11S2078-002 123 55
MS11S2078-003 123 56
MS11S2078-004 123 59
MS11S2078-005 123 54
MS11S2078-006 123 56
MS11S2078-007 123 33
MS11S2078-008 123 46
MS11S2078-009 123 54
MS11S2078-010 123 65
MS11S2078-011 123 37
MS11S2078-012 123 66
MS11S2078-013 123 68
MS11S2078-014 123 59
MS11S2078-015 123 70
MS11S2078-016 123 79
MS11S2078-017 123 24
MS11S2078-018 123 64
MS11S2078-019 123 57
MS11S2078-020 123 49
MS11S2078-021 123 45
MS11S2078-022 123 58
MS11S2078-023 123 65
MS11S2078-024 123 38
MS11S2079-001 170 67
MS11S2079-002 170 67
MS11S2079-003 170 86
MS11S2079-004 170 98
MS11S2079-005 170 94
MS11S2079-006 170 50
MS11S2079-007 170 92
MS11S2079-008 170 76
MS11S2079-009 170 73
MS11S2079-010 170 80
MS11S2079-011 170 63
MS11S2079-012 170 66
MS11S2079-013 170 81
MS11S2079-014 170 72
MS11S2079-015 170 70
MS11S2079-016 170 50
MS11S2079-017 170 92
MS11S2079-018 170 48
MS11S2079-019 170 64
MS11S2079-020 170 106
MS11S2079-021 170 88
MS11S2079-022 170 63
MS11S2079-023 170 82
MS11S2079-024 170 73
MS11S2080-001 189 62
MS11S2080-002 189 71
MS11S2080-003 189 117
MS11S2080-004 189 49
MS11S2080-005 189 68
MS11S2080-006 189 32
MS11S2080-007 189 96
MS11S2080-008 189 67
MS11S2080-009 189 28
MS11S2080-010 189 38
MS11S2080-011 189 80
MS11S2080-012 189 51
MS11S2080-013 189 51
MS11S2080-014 189 91
MS11S2080-015 189 32
MS11S2080-016 189 35
MS11S2080-017 189 41
MS11S2080-018 189 57
MS11S2080-019 189 39
MS11S2080-020 189 92
MS11S2080-021 189 81
MS11S2080-022 189 95
MS11S2080-023 189 103
MS11S2080-024 189 100
MS11S2082-001 157 26
MS11S2082-002 157 63
MS11S2082-003 157 51
MS11S2082-004 157 80
MS11S2082-005 157 88
MS11S2082-006 157 68
MS11S2082-007 157 60
MS11S2082-008 157 62
MS11S2082-009 157 61
MS11S2082-010 157 58
MS11S2082-011 157 69
MS11S2082-012 157 70
MS11S2082-013 157 69
MS11S2082-014 157 42
MS11S2082-015 157 58
MS11S2082-016 157 77
MS11S2082-017 157 58
MS11S2082-018 157 76
MS11S2082-019 157 77
MS11S2082-020 157 59
MS11S2082-021 157 64
MS11S2082-022 157 45
MS11S2082-023 157 52
MS11S2082-024 157 65
